CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
000252;PROTETOR DE ALIMENTOS 40CM                        ;0007;00000600;00000000;00000200;000000030200;00000600;UN;00000000
000253;FUNIL GIGANTE                                     ;0007;00000000;00000000;00000000;000000019100;00000290;UN;00000000
000254;POTE PLAST.OVAL FREEZ.MICROON.4000ML              ;0007;00000000;00000000;00000000;000000052300;00000790;UN;00000000
000255;XICARA C/PIRES CRYSTAL C/6                        ;0007;00000000;00000000;00000000;000000136000;00002050;UN;00000000
000256;TINTA TINGIR ROUPA VERMELHA                       ;0019;00000600;00000000;00000300;000000013200;00000260;CX;00000000
000257;TINTA TINGIR ROUPA MARRON                         ;0019;00000500;00000000;00000700;000000013200;00000260;CX;00000000
000258;TINTA TINGIR ROUPA AMARELA                        ;0019;00000600;00000000;00000200;000000015000;00000260;UN;00000000
000259;TINTA TINGIR ROUPA CINZA                          ;0019;00001200;00000000;00000600;000000013200;00000260;UN;00000000
000260;TABULEIRO GALV.GAZARRA 30X40                      ;0008;00000500;00000000;00000200;000000016000;00001190;UN;00000000
000261;COLA MADEIRA 100G MUNDIAL PRIME                   ;0013;00000000;00000000;00000000;000000016700;00000260;UN;00000000
000262;BICO QUEBRA JATO 1/2 FORSAN                       ;0042;00000000;00000000;00000900;000000006500;00000100;UN;00000000
000263;PLAINA FORT 650W 127V FT1910                      ;0016;00000000;00000000;00000000;000001803800;00027090;UN;00000000
000264;TINTA TINGIR ROUPA A.MARINHO                      ;0019;00000500;00000000;00000600;000000017100;00000260;UN;00000000
000265;AGUA RAZ 0,450ML                                  ;0023;00001000;00000000;00002400;000000036800;00000595;UN;00000000
000266;AGUA P/BATERIA 1LT                                ;0055;00001000;00000000;00000500;000000024900;00000395;UN;00000026
000267;TINTA TINGIR ROUPA VERDE                          ;0019;00001000;00000000;00000300;000000015000;00000260;UN;00000026
000268;PORTA CERVEJA 600ML                               ;0007;00000000;00000000;00000700;000000021600;00000380;CX;00000000
000269;PORTA CERVEJA LITRAO                              ;0007;00000000;00000000;00000300;000000040600;00000760;UN;00000000
000270;PROTETOR DE ALIMENTOS 30CM                        ;0007;00000000;00000000;00000300;000000023800;00000480;CX;00000000
000271;QUADRO DISTR.FAME SOBR.3NEMA/4DIN REF3212         ;0029;00001200;00000000;00000500;000000134700;00002090;UN;00000009
000272;QUADRO DISTR.FAME SOBR.6NEMA/8DIN REF3213         ;0029;00000500;00000000;00000400;000000212530;00003290;UN;00000699
000273;CHAVE AJUSTAVEL 08"                               ;0016;00001000;00000000;00000300;000000111434;00001750;UN;00000000
000274;TESOURA ESC.MUNDIAL PULMAX                        ;0011;00000500;00000000;00000000;000000014817;00000240;UN;00000349
000275;PENEIRA NYLON 15CM                                ;0007;00000000;00000000;00000000;000000023300;00000390;UN;00000000
000276;PENTE LOUVRE REF102-C                             ;0003;00000000;00000000;00000000;000000007000;00000125;UN;00000000
000277;PENTE MITROPLAST C/CABO                           ;0003;00001000;00000000;00034500;000000001500;00000050;UN;00000000
000278;PENEIRA METAL 08CM                                ;0007;00000000;00000000;00000400;000000026600;00000450;UN;00000000
000279;CHAVE AJUSTAVEL 06"                               ;0016;00003000;00000000;00000400;000000074975;00001290;UN;00000000
000280;DUCHA DUDA C/BRA€O BRANCA                         ;0021;00000000;00000000;00000500;000000125802;00001890;UN;00000000
000281;MEIA LUPO JUVENIL                                 ;0005;00000000;00000000;00000000;000000014020;00000250;PR;00000000
000282;MARMITA TERMICA REDONDA                           ;0008;00000500;00000000;00000600;000000159450;00002500;UN;00000586
000283;BASE SETIM COLORAMA                               ;0003;00001200;00000000;00000000;000000007500;00000120;UN;00000075
000284;BASE UNHAS FRACAS COLORAMA                        ;0003;00001200;00000000;00000000;000000007500;00000120;UN;00000075
000285;DESEMPEN.COMP.NAVAL 15X27                         ;0016;00000000;00000000;00000500;000000049400;00001130;UN;00000000
000286;POMADA CAL€ADOS PRETA                             ;0019;00001200;00000000;00000100;000000026398;00000400;UN;00000151
000287;POMADA CAL€ADOS MARRON                            ;0019;00001200;00000000;00000200;000000020383;00000400;UN;00000151
000288;POMADA CAL€ADOS INCOLOR                           ;0019;00000600;00000000;00000000;000000006000;00000400;UN;00000000
000289;CADAR€O TENIZ BRANCO                              ;0001;00002000;00000000;00000000;000000001623;00000050;PR;00000015
000290;CADAR€O TENIZ PRETO                               ;0001;00002000;00000000;00000000;000000001604;00000050;PR;00000016
000291;TINTA TINGIR ROUPA PRETA                          ;0019;00000000;00000000;00001200;000000017100;00000260;UN;00000060
000292;OLEO MAQUINA PARATI                               ;0019;00001200;00000000;00000000;000000012333;00000190;UN;00000108
000293;KAOL 200ML                                        ;0019;00000600;00000000;00000300;000000058200;00000880;UN;00000000
000294;DUCHA FRIA VALE MAX 10`` METALIZADO               ;0021;00000000;00000000;00000500;000000100200;00001590;UN;00000000
000295;CORALIT BRILH.0,225ML PRETO FOSCO                 ;0023;00000000;00000000;00000300;000000067200;00001050;UN;00000000
000296;PANO COPA ALVEJ DECORADO                          ;0020;00000000;00000000;00000000;000000007890;00000199;UN;00000121
000297;ESCOVA ROUPA OVAL MADEIRA                         ;0019;00001200;00000000;00000200;000000014500;00000220;UN;00000074
000298;MASSA ACRIL.CORAL 3600ML                          ;0023;00000000;00000000;00000400;000000234900;00003690;UN;00000000
000299;NAFTALINA (CART/25GR)                             ;0019;00002000;00000000;00000000;000000006802;00000100;CA;00000040
000300;PA LIXO GALVAN.PEQUENA                            ;0019;00000500;00000000;00000000;000000008000;00000150;UN;00000079
000301;SODA CAUSTICA SACO 500GR                          ;0019;00001500;00000000;00000000;000000027500;00000450;UN;00000181
000302;VASSOURA PIA€AVA NATURAL N3                       ;0019;00000600;00000000;00000400;000000072124;00001530;UN;00000000
000303;VASSOURA PIA€AVA LATA 2                           ;0019;00002000;00000000;00000000;000000029167;00000440;UN;00000183
000304;VASSOURA PIA€AVA LATA SAPE                        ;0019;00002000;00000000;00000000;000000048917;00000750;UN;00000300
000305;VASSOURA PELO RETA ROSSI                          ;0019;00000600;00000000;00000400;000000178342;00002695;UN;00000460
000306;AJAX AMONIACO 500ML                               ;0019;00000500;00000000;00000000;000000015000;00000490;UN;00000000
000307;RODO MADEIRA 30 CM                                ;0019;00001000;00000000;00000000;000000017167;00000330;UN;00000133
000308;RODO MADEIRA 40 CM                                ;0019;00001000;00000000;00000000;000000018875;00000350;UN;00000154
000309;VELA BRANCA N.5 C/8                               ;0018;00002000;00000000;00000000;000000008286;00000125;CX;00000045
000310;VELA BRANCA N.6 C/8                               ;0018;00002000;00000000;00000000;000000008280;00000120;CX;00000082
000311;VELA 7 DIAS BCA MEDIA                             ;0018;00002000;00000000;00000000;000000030760;00000480;UN;00000138
000312;PARAF.SEXTAV.S/P 3/8X4"                           ;0028;00000000;00000000;00008800;000000008381;00000135;UN;00000000
000313;CASCOREZ UNIVERSAL 500GR                          ;0013;00001000;00000000;00000500;000000075759;00001140;UN;00000250
000314;CASCOLA ALBA 200G                                 ;0013;00001200;00000000;00001000;000000079900;00001195;LT;00000233
000315;SUPER BONDER 3,0G                                 ;0013;00002400;00000000;00001400;000000033600;00000530;UN;00000169
000316;THREE BOND 2G                                     ;0013;00000000;00000000;00000000;000000006500;00000120;UN;00000000
000317;DUREPOXI 100G (2 HORAS)                           ;0013;00002400;00000000;00002600;000000043479;00000660;CX;00000284
000318;JOGO SUITE ESTEVES CASAL APLICADO                 ;0020;00000000;00000000;00000000;000000653600;00009900;UN;00000000
000319;CAPA COLCHAO ESTEVES CASAL                        ;0020;00000000;00000000;00000000;000000222200;00003390;UN;00000000
000320;CAPA SOFµ ESTEVES 3/2 LUGARES MALHA               ;0020;00000000;00000000;00000000;000000420100;00012790;UN;00000000
000321;FORRO ESTEVES CASAL C/ELAST.                      ;0020;00000000;00000000;00000000;000000137390;00002095;UN;00000000
000322;FRONHA ESTEVES                                    ;0020;00000000;00000000;00000000;000000047480;00000840;UN;00000000
000323;FRONHA SANTISTA ROYAL COR                         ;0020;00000000;00000000;00000000;000000020000;00000300;UN;00000000
000324;FRONHA SANTISTA ROYAL BCA                         ;0020;00000000;00000000;00000000;000000018400;00000275;UN;00000000
000325;PANO COPA ESTAMP. C/2UN                           ;0049;00000500;00000000;00000000;000000019600;00000299;UN;00000165
000326;PANO COPA FAVO C/ESTAMPA                          ;0020;00001000;00000000;00000000;000000021800;00000330;UN;00000101
000327;TOALHA ROSTO TEKA                                 ;0020;00001000;00000000;00000000;000000021200;00000330;UN;00000000
000328;CAPA ALMOFADA ESTAMP.                             ;0006;00000000;00000000;00001700;000000016000;00000490;UN;00000000
000329;REGUA PLAST.CRISTAL 30CM                          ;0011;00002500;00000000;00003200;000000004812;00000080;UN;00000000
000330;TRANSFERIDOR 180GR.LISO PLAST.                    ;0011;00001000;00000000;00001200;000000002612;00000050;UN;00000013
000331;ESQUADRO PLAST.21CMX45 CRISTAL                    ;0011;00001000;00000000;00001000;000000003464;00000060;UN;00000019
000332;ESQUADRO PLAST.21CMX60 CRISTAL                    ;0011;00001000;00000000;00001000;000000003464;00000060;UN;00000025
000333;BOLSA VIAGEM 5121/5221                            ;0018;00000300;00000000;00000000;000000179000;00002790;UN;00000900
000334;BOLSA VIAGEM YHS                                  ;0018;00000600;00000000;00000400;000000239000;00004490;UN;00000000
000335;BOLSA VIAGEM 2 TAMANHOS                           ;0018;00000600;00000000;00000000;000000062100;00001060;UN;00000621
000336;PILHA PEQUENA                                     ;0018;00006000;00000000;00003700;000000004848;00000075;UN;00000023
000337;PILHA MEDIA                                       ;0018;00002400;00000000;00000000;000000013687;00000210;UN;00000051
000338;PILHA GRANDE                                      ;0018;00004800;00000000;00001100;000000013480;00000230;UN;00000072
000339;PILHA ALCALINA PEQ.C/2                            ;0018;00001000;00000000;00001400;000000032470;00000490;CA;00000200
000340;LANTERNA HF 07LEDS  607 RECARR.                   ;0018;00000200;00000000;00000100;000000195733;00003030;UN;00002241
000341;LANTERNA QOYO 7 LED                               ;0018;00000000;00000000;00000100;000000149000;00002290;UN;00000000
000342;LANTERNA PANASONIC FF300                          ;0018;00000500;00000000;00000000;000000087600;00001320;UN;00000738
000343;LAMPADA LED KIAN TUBULAR 09W.                     ;0022;00001000;00000000;00000300;000000229900;00002990;UN;00000000
000344;LAMPADA LED KIAN TUBULAR 18W.                     ;0022;00001000;00000000;00000000;000000000000;00003290;UN;00000000
000345;FILTRO LINHA 03TOM                                ;0022;00001000;00000000;00000000;000000135600;00002090;UN;00000000
000346;LAMPADA ELETR.KIAN 3U 25WATS 220V                 ;0022;00000000;00000000;00003000;000000080234;00001495;UN;00000000
000347;POTE HERMETICO 850ML C/TRAVAS                     ;0007;00000500;00000000;00000000;000000028000;00000450;UN;00000000
000348;CHUVEIRINHO P/TORNEIRA                            ;0007;00000000;00000000;00000000;000000014900;00000199;UN;00000149
000349;PORCA BORBOLETA 3/8                               ;0017;00000000;00000000;00020800;000000002950;00000120;UN;00000000
000350;ARGAMASSA QUARTZOLIT 20KG PISO S/PISO             ;0026;00000000;00000000;00003700;000000270762;00004050;UN;00000000
000351;KIT ESCOLAR 2 GRAU CARTELA                        ;0011;00000300;00000000;00000000;000000019200;00000280;UN;00000159
000352;TRINCHA ROMA 4"                                   ;0023;00000000;00000000;00000700;000000059700;00000895;UN;00000000
000353;POTE HERMETICO 4,0LT C/TRAVAS                     ;0007;00000500;00000000;00000000;000000079000;00001295;UN;00000000
000354;BROCA VIDEA E.LONGA 350X3/8 (10,0MM)              ;0016;00000000;00000000;00000200;000000082234;00001790;UN;00000000
000355;PROLONGADOR TORN.ZAMAK 1/2 CURTO                  ;0021;00000000;00000000;00000400;000000031500;00000495;UN;00000000
000356;PROLONGADOR TORN.ZAMAK 1/2 MEDIO                  ;0021;00000000;00000000;00000300;000000036700;00000590;UN;00000000
000357;PROLONGADOR TORN.ZAMAK 1/2 LONGO                  ;0021;00000000;00000000;00000400;000000043600;00000690;UN;00000000
000358;LOU€A VASO PEROLA SORT.                           ;0049;00000000;00000000;00000000;000000016000;00000299;UN;00000160
000359;DESPERTADOR A PILHA COLOR                         ;0007;00000500;00000000;00000000;000000018000;00000299;UN;00000156
000360;POTE RETANG.800ML C/3UN                           ;0049;00000500;00000000;00000000;000000028400;00000430;UN;00000165
000361;BANHEIRA P/BEBE C/DRENO                           ;0007;00000500;00000000;00000000;000000059600;00001590;UN;00000596
000362;MATA MOSCA                                        ;0007;00001000;00000000;00000000;000000011800;00000180;UN;00000000
