CODIGO,GRUP,ESTMIN  ,ESTAMAX  ,SALDO   ,PRECOCUSTO ,PREVENDA,UN,CUSTOMED,DESCRICAO
004235,0014,00000000,00000000,00000000,000000021800,00000325,UN,00000000,BRINQ.EDUC.JOGO MEMORIA ING/PORT                  
004236,0014,00000000,00000000,00000000,000000024300,00000365,UN,00000000,KIT DO POLICIAL                                   
004237,0014,00000000,00000000,00000000,000000100000,00001490,UN,00000000,JET CAR                                           
004238,0014,00000000,00000000,00000000,000000039000,00000595,UN,00000000,KIT MEDICO 1173                                   
004239,0017,00000000,00000000,00001300,000000002300,00000095,UN,00000000,DOBRADICA NIQUELADA 21/2                          
004240,0014,00000000,00000000,00000000,000000140300,00002100,UN,00000000,LOTTO 48 CART.XALINGO                             
004241,0019,00000000,00000000,00000000,000000027800,00000430,UN,00000000,RODO MADEIRA 50 CM                                
004242,0017,00000000,00000000,00003200,000000000771,00000040,UN,00000000,ESCAPULA LATONADO 19X60                           
004243,0014,00000000,00000000,00000000,000000394500,00005990,UN,00002704,TRICICLO TONKINHA SAPECA BAND.                    
004244,0023,00000200,00000000,00000000,000000495100,00007290,UN,00000000,SUVINIL ACRIL.PREMIUM 3600ML MARROCOS             
004245,0023,00000200,00000000,00000000,000000418400,00006290,UN,00000000,AGUIA ACRIL.16LT BCO NEVE                         
004246,0007,00000300,00000000,00000000,000000068000,00000990,JG,00000000,CONJ.SOBREMESA CIV C/6P€S                         
004247,0027,00003000,00000000,00000000,000000067021,00001550,MT,00000000,PISO FORMIGRES OURO PRETO 43X43 PEI               
004248,0027,00003000,00000000,00008250,000000105490,00001690,MT,00000000,PISO FORMIGRES PARQUET M 50 PEI4                  
004249,0027,00003000,00000000,00000000,000000075680,00001550,MT,00000000,PISO FORMIGRES BARILOCHE 45 PEI4                  
004250,0027,00003000,00000000,00000000,000000053450,00000840,MT,00000000,REVEST.FORMIGRES CLASSIC 1305(25X36)              
004251,0016,00000300,00000000,00000000,000000069000,00001050,UN,00000000,SERRA TUNGSTENIO                                  
004252,0008,00000300,00000000,00000800,000000244000,00004390,UN,00002712,PAN.PRESSAO SAO JORGE  4,5LTS                     
004253,0005,00000000,00000000,00000100,000000129000,00002390,UN,00001290,TAYAMAN BERM.BRIM MASC.TRAD.(2002)                
004254,0037,00000000,00000000,00000100,000000011500,00000990,UN,00000000,LUVA CORRER TUBO SOLDA 40MM                       
004255,0041,00000000,00000000,00000000,000000207090,00003450,PR,00000000,TUBO SOLDA FORTLEV 60MMX3MT                       
004256,0011,00000300,00000000,00000000,000000047951,00000895,UN,00000298,CADERNO UNIV.12X1 240FL                           
004257,0017,00000000,00000000,00000200,000000146202,00002190,UN,00000120,SUPORTE PIA PARAF.PINTA.60X5X3CM                  
004258,0016,00000300,00000000,00000400,000000222000,00003550,UN,00000510,JOGO CHAVE ESTRIA 06A17                           
004259,0016,00000100,00000000,00000200,000000339800,00005095,UN,00000000,JOGO CHAVE ESTRIA 06A22                           
004260,0021,00000300,00000000,00000000,000000002300,00000055,UN,00000027,ADAPTADOR VALV.AMERICANA ARTPLAS                  
004261,0016,00000100,00000000,00000000,000000063600,00000980,UN,00000496,CAIXA FERRAMENTAS FUTURA 6020                     
004262,0016,00000100,00000000,00000000,000000092300,00001390,UN,00001190,CAIXA FERRAMENTAS MAX BOX 16"                     
004263,0014,00000600,00000000,00000000,000000068000,00001050,UN,00000679,BOLA E.V.A TIME                                   
004264,0043,00000000,00000000,00002600,000000001000,00000040,UN,00000000,VELA ANIVERSARIO 9                                
004265,0051,00000400,00000000,00000000,000001042800,00025890,UN,00000000,JAN.ALUM.ASTRA 4F.CORRER 100X120 JG41             
004266,0051,00000400,00000000,00000000,000001205200,00028990,UN,00000000,JAN.ALUM.ASTRA 4F.CORRER 100X150 JG42             
004267,0051,00000200,00000000,00000100,000001676200,00092690,UN,00000000,JAN.ALUM.ASTRA VENEZ.6F.LISO 100X120 VZ61         
004268,0051,00000200,00000000,00000400,000000336000,00005890,UN,00002286,VITRO BASCULANTE ALUM.40X40 ALT X LARG            
004269,0051,00000200,00000000,00000000,000000426250,00006395,UN,00000000,VITRO BASCULANTE ALUM.40X60 ALT X LARG            
004270,0051,00000200,00000000,00000300,000000632000,00009490,UN,00004215,VITRO BASCULANTE ALUM.60X60 ALT X LARG            
004271,0051,00000200,00000000,00000000,000000505500,00009890,UN,00005055,VITRO BASCULANTE ALUM.60X80 ALT X LARG            
004272,0012,00000300,00000000,00000300,000000279000,00004190,UN,00000690,GAIOLA MAD.QUADRADA N.1 VERNIZ(202)               
004273,0012,00000300,00000000,00000400,000000309000,00004650,UN,00001183,GAIOLA MAD.QUADRADA N.1 FIBRA(401)                
004274,0012,00000300,00000000,00000300,000000259000,00004650,UN,00001180,GAIOLA MAD.QUADRADA TORNEIO N.2(204)              
004275,0012,00000300,00000000,00000000,000000278000,00004170,UN,00000000,GAIOLA ELDOR.MAD/ARAME N01(34,5X37,5X17,7)        
004276,0014,00000300,00000000,00000000,000000014196,00000250,UN,00000000,BOLA FUT.VINIL APOLO LEVE                         
004277,0011,00000000,00000000,00000000,000000009400,00000150,UN,00000094,AVENTAL INF.LISO CORES                            
004278,0011,00000200,00000000,00000000,000000022000,00000400,UN,00000237,COPO C/CANUDO PLAST.ALLADIM                       
004279,0011,00000300,00000000,00000000,000000008230,00000150,UN,00000080,ESTOJO PORTA LAPIS C/ZIPER                        
004280,0022,00000000,00000000,00000000,000000023890,00000380,UN,00000000,PINO GIGANTE.PERLEX 2054                          
004281,0011,00000300,00000000,00001000,000000018708,00000290,CX,00000000,GIZAO CERA 12CORES                                
004282,0018,00000200,00000000,00000000,000000109334,00001690,UN,00000605,LAN€A CHAMAS 1REG.1MANG 1MT                       
004283,0022,00003000,00000000,00000000,000000024225,00000365,UN,00000000,TOM.EXTERNA FC 10AMP                              
004284,0011,00001000,00000000,00000000,000000009150,00000150,UN,00000079,PASTA TRANSP ABA/ELAST.OF.A02                     
004285,0023,00000000,00000000,00000000,000000119144,00001790,GL,00000000,MASSA CORR.ARGALIT 20KG                           
004286,0011,00000000,00000000,00000200,000000030100,00000460,UN,00000000,DIVISORIA P/FICHARIO C/10                         
004287,0029,00000300,00000000,00000000,000000008100,00000140,UN,00000000,PLACA FAME 4X2 F8 REF230 1TECLA                   
004288,0029,00000300,00000000,00000000,000000011715,00000180,UN,00000046,PLACA FAME 4X2 F0 REF760 CEGA                     
004289,0029,00000300,00000000,00000600,000000028050,00001290,UN,00000273,CONJ.FAME 4X2 2TECLA PARAL.REF249                 
004290,0007,00000300,00000000,00000000,000000015900,00000250,UN,00000000,FACA P/CARNES TRAMONT.2385/8                      
004291,0007,00000300,00000000,00000000,000000038000,00000590,UN,00000000,FACA P/COZINHA TRAMONT.2213/7                     
004292,0017,00000600,00000000,00000600,000000022280,00000340,CT,00000056,FECHO ESFERICO CART.JAMAE                         
004293,0012,00000000,00000000,00000000,000000000890,00000020,UN,00000008,DESTORCEDOR N.3                                   
004294,0012,00000000,00000000,00005400,000000004324,00000090,UN,00000009,CHUMBADA N.7 (UN)                                 
004295,0021,00000300,00000000,00000000,000000021000,00000390,UN,00000221,SIFAO FLEXIVEL                                    
004296,0016,00000300,00000000,00000100,000000108300,00001650,UN,00000329,ALICATE CORTE HF 6"                               
004297,0004,00000300,00000000,00000200,000000169000,00002590,UN,00000736,SOMBRINHA PORTARIA                                
004298,0011,00000000,00000000,00002400,000000036900,00000740,UN,00000536,CADERNO BROCHURAO C/DURA UNIV.96FL                
004299,0023,00000300,00000000,00000000,000000075800,00001190,UN,00000581,SELADOR MADEIRA 0,900ML                           
004300,0022,00000300,00000000,00000000,000000024600,00000450,UN,00000246,LAMPADA HALOGENA 1000W                            
004301,0017,00000000,00000000,00001100,000000076830,00001350,UN,00000000,SAPATA 08MM 60X60                                 
004302,0023,00000000,00000000,00000100,000000059500,00000895,UN,00000000,THINNER ITAQUA 0.900ML                            
004303,0046,00000000,00000000,00000000,000000003400,00000060,UN,00000000,LACINHO P/NENEN                                   
004304,0017,00000000,00000000,00001000,000000140690,00002190,UN,00000000,SAPATA 08MM 80X80                                 
004305,0023,00000000,00000000,00000900,000000066500,00000995,UN,00000000,CORALIT BRILH.0,225ML AZUL FRANCA                 
004306,0011,00000000,00000000,00000400,000000050900,00000760,UN,00000396,FICHARIO UNIV.FANTASIA SORTIDOS                   
004307,0011,00000000,00000000,00000800,000000023770,00000360,PT,00000129,PAPEL P/FICHARIO                                  
004308,0011,00000000,00000000,00000000,000000057500,00000860,UN,00000000,LANCHEIRA MICKEY MOUSE                            
004309,0018,00000000,00000000,00000000,000000126100,00001990,UN,00000000,MOCHILA YINS 37312                                
004310,0030,00000000,00000000,00000900,000000070890,00001065,UN,00000000,REG.VIQUA PRES.C/CAN.CROM.20 MARUJA               
004311,0007,00000000,00000000,00000000,000000048000,00000790,UN,00000000,BACIA CANELADA 25,0LT                             
004312,0048,00000000,00000000,00000000,000000077100,00001150,UN,00000000,MASCARA BATE BOLA                                 
004313,0022,00000000,00000000,00007800,000000012040,00000185,UN,00000000,TUBO CORRUGADO PRETO 1`                           
004314,0021,00000300,00000000,00000000,000000211150,00003190,UN,00000000,CAIXA GORDURA HERC 250X150X75                     
004315,0016,00000300,00000000,00000100,000000073700,00001130,UN,00000135,DESEMPEN.MADEIRA 15X27                            
004316,0018,00000600,00000000,00000200,000000009260,00000140,UN,00000000,VALVULA PAN.PRESSAO GRANDE                        
004317,0032,00000600,00000000,00000300,000000110000,00002350,PR,00000000,TELHA ROMANA PVC                                  
004318,0032,00000000,00000000,00000400,000000091285,00001490,UN,00000000,TELHA MULTILIT 2,44X0,50 4MM                      
004319,0009,00000000,00000000,00001300,000000061475,00001060,PR,00000318,HAVAIANA TOP 23 A 32                              
004320,0003,00000000,00000000,00000000,000000005050,00000075,UN,00000000,APARELHO BARBA BIC                                
004321,0013,00000000,00000000,00000500,000000034785,00000850,UN,00000267,COLA VINIL 75GR AMAZONAS                          
004322,0030,00000200,00000000,00000100,000000064800,00002290,UN,00000328,REG.P/FILTRO CROM.1147 C23                        
004323,0030,00000000,00000000,00000000,000000252700,00004390,UN,00001899,TORN.C/FILTRO BICA MOVEL CROM.                    
004324,0030,00000000,00000000,00000300,000000455249,00007290,UN,00000000,TORN.BIGLU PIA TIPO CRE 1115                      
004325,0037,00000600,00000000,00000800,000000007290,00000130,UN,00000035,BUCHA RED.SOLD/CURT 40X32                         
004326,0037,00000600,00000000,00000400,000000009637,00000200,UN,00000050,BUCHA RED.SOLD/CURT 50X40                         
004327,0037,00000000,00000000,00000800,000000019040,00000325,UN,00000069,BUCHA RED.SOLD/LONG 50X32                         
004328,0037,00000600,00000000,00000000,000000007290,00000130,UN,00000000,BUCHA RED.SOLD/LONG 40X32                         
004329,0048,00000300,00000000,00000000,000000006000,00000090,UN,00000000,COLAR HAVAIANA CARNAVAL                           
004330,0051,00000000,00000000,00000100,000001532100,00066900,  ,00000000,JAN.ALUM.ASTRA VENEZ.3F LISO 100X100 VZ30         
004331,0051,00000000,00000000,00000000,000000547500,00010490,UN,00005475,VITRO BASCULANTE ALUM.80X60 ALT X LARG            
004333,0017,00000000,00000000,00000300,000000052000,00002795,UN,00000520,FECHO FIO REDONDO ROCHA 30X12"                    
004334,0017,00000600,00000000,00003100,000000001011,00000020,UN,00000007,GANCHO LATONADO 17X50                             
004335,0017,00000600,00000000,00000200,000000001063,00000025,UN,00000008,GANCHO LATONADO 17X60                             
004336,0017,00000000,00000000,00013300,000000001489,00000030,UN,00000009,PITAO C/BUCHA 08                                  
004337,0017,00000600,00000000,00003000,000000001608,00000030,UN,00000012,GANCHO LATONADO 19X80                             
004338,0017,00000600,00000000,00003300,000000001489,00000030,UN,00000008,GANCHO C/BUCHA 08                                 
004339,0052,00000200,00000000,00000000,000000121200,00001820,UN,00000706,INOX CONJ.P/SOBREMESA 12P€S                       
004340,0052,00000200,00000000,00000000,000000076100,00001740,JG,00000893,INOX CONJ.P/ARROZ 2P€S                            
004341,0052,00000200,00000000,00000000,000000076100,00001990,UN,00000948,INOX CONJ.P/MASSA 2P€S                            
004342,0052,00000200,00000000,00000000,000000084900,00001990,UN,00000849,INOX MANTEGUEIRA RETANG.                          
004343,0052,00000200,00000000,00000000,000000115600,00001890,JG,00000000,INOX CONJ.P/FEIJAO 2P€S                           
004344,0052,00000200,00000000,00000000,000000148000,00002290,JG,00000000,INOX CONJ.P/BOLO 2P€S                             
004345,0052,00000300,00000000,00000500,000000054920,00000890,UN,00000211,INOX PA P/TORTA                                   
004346,0052,00000200,00000000,00000000,000000124500,00001870,JG,00001245,INOX CONJ.P/TORTA 2P€S                            
004347,0052,00000200,00000000,00000000,000000090400,00001350,UN,00000904,INOX CESTA P/PAO                                  
004348,0052,00000600,00000000,00000000,000000015538,00000250,JG,00000154,INOX COLHER MESA C/3UN.                           
004349,0052,00000600,00000000,00000000,000000016050,00000250,JG,00000154,INOX GARFO MESA C/3UN.                            
004350,0052,00000600,00000000,00000200,000000015680,00000490,JG,00000156,INOX FACA CHURRASCO C/3UN.                        
004351,0052,00000600,00000000,00000000,000000015400,00000230,JG,00000154,INOX MISTO 3P€S(GARFO,COLHER,FACA)                
004352,0022,00000300,00000000,00000500,000000069600,00001050,UN,00000127,PASSAFIO 20MTS                                    
004353,0022,00000600,00000000,00000000,000000043100,00000660,UN,00000104,PASSAFIO 10MTS                                    
004354,0033,00000300,00000000,00000000,000000149330,00002230,KG,00000475,ARAME GALVANIZADO 20 (KG)                         
004356,0011,00000300,00000000,00000600,000000022540,00000340,RL,00000127,FITA EMPAC.MARRON 45X50                           
004357,0016,00000300,00000000,00000500,000000016720,00000320,UN,00000000,DISCO LIXA FERRO 4" 100                           
004358,0016,00000300,00000000,00000100,000000261100,00004250,UN,00000765,DISCO SERRA VIDEA 91 4X25X24                      
004359,0016,00000000,00000000,00000100,000000026900,00000790,UN,00000000,PEDRA DE AFIAR COMBINADA 6"                       
004360,0017,00000300,00000000,00000800,000000003764,00000060,UN,00000010,ABRA€ADEIRA TIPO "U" 11/2"                        
004361,0013,00000300,00000000,00000000,000000012941,00000250,UN,00000083,ARALDITE MASSA EPOXI 100GR                        
004362,0017,00000000,00000000,00003000,000000009626,00000180,MT,00000025,FITA METALICA 19MM PERFURADA (MT)                 
004363,0027,00000000,00000000,00011000,000000107880,00001690,MT,00000000,PISO FORMIGRES PORCALANAT BG 50 PEI4              
004364,0027,00000000,00000000,00000000,000000049000,00000840,MT,00000490,REVEST.FORMIGRES CRISTAL 1000(25X36)              
004365,0025,00000000,00000000,00000000,000000252900,00003890,UN,00000612,VITRO BASCULANTE  40X 40 ALT X LAR                
004366,0025,00000000,00000000,00000000,000000324450,00004890,UN,00000816,VITRO BASCULANTE  40X 60 ALT X LAR                
004367,0025,00000000,00000000,00000000,000000415915,00005590,UN,00000930,VITRO BASCULANTE  60X 40 ALT X LAR                
004368,0017,00000300,00000000,00000000,000000079316,00001380,UN,00000350,IRRIGADOR GIRATORIO FAMASTIL                      
004369,0018,00000300,00000000,00000000,000000034925,00000890,UN,00000148,CHAPEU PALHA TIPO BRASIL-MAZA                     
004370,0008,00000300,00000000,00000200,000000045800,00000920,UN,00000395,FORMA RET.ALUM.ALTA S.JORGE N.1                   
004371,0008,00000300,00000000,00000200,000000072800,00001450,UN,00000526,FORMA RET.ALUM.ALTA S.JORGE N.2                   
004372,0008,00000300,00000000,00000000,000000089523,00001890,UN,00000660,FORMA RET.ALUM.ALTA S.JORGE N.3                   
004373,0008,00000300,00000000,00000300,000000137500,00002590,UN,00001625,FORMA RET.ALUM.ALTA S.JORGE N.4                   
004374,0008,00000300,00000000,00000300,000000093196,00001890,UN,00000768,FRIGID.ALUM.FUND.SAO JORGE 20                     
004375,0008,00000300,00000000,00000400,000000110000,00002090,UN,00001300,FRIGID.ALUM.FUND.SAO JORGE 22                     
004376,0008,00000300,00000000,00000500,000000114400,00002290,UN,00001351,FRIGID.ALUM.FUND.SAO JORGE 24                     
004377,0008,00000300,00000000,00000400,000000128700,00002490,UN,00001521,FRIGID.ALUM.FUND.SAO JORGE 26                     
004378,0007,00000300,00000000,00000000,000000022100,00000450,UN,00000221,COTNS FACA PAO                                    
004379,0007,00000300,00000000,00000500,000000020400,00000350,UN,00000000,CORTADOR DE PIZZA                                 
004380,0007,00000300,00000000,00000000,000000005700,00000090,UN,00000057,COTNS FACA P/FRUTAS C/PL.611                      
004381,0007,00000300,00000000,00000000,000000005600,00000090,UN,00000056,COTNS FACA P/FRUTAS CB/PL.602                     
004382,0007,00000300,00000000,00000000,000000021700,00000330,UN,00000217,COTNS FACA COZINHA CB/MAD.10015                   
004383,0007,00000300,00000000,00000000,000000048300,00000730,UN,00000483,COTNS FACA PROFIS.CB/BCO 8"                       
004384,0007,00000300,00000000,00000000,000000027000,00000400,UN,00000270,COTNS FACA PEIXEIRA CB/BCO 907                    
004385,0007,00000300,00000000,00000000,000000030300,00000490,UN,00000303,COTNS FACA PEIXEIRA CB/BCO 908                    
004386,0007,00000300,00000000,00000000,000000040600,00000610,UN,00000406,COTNS FACA PROFIS.CB/BCO D-5                      
004387,0007,00000300,00000000,00000000,000000023100,00000350,UN,00000231,COTNS FACA COZINHA BEGE 707                       
004388,0007,00000300,00000000,00000000,000000014400,00000290,UN,00000245,CORTINA PIA PLASTICA                              
004389,0007,00000300,00000000,00000000,000000052500,00000790,UN,00000525,COTNS FACA CHAIRA 9"                              
004390,0007,00000300,00000000,00000300,000000029600,00000490,UN,00000000,DESCASCAXI                                        
004391,0022,00000000,00000000,00000000,000000223575,00003390,UN,00000000,DISJ.DIN TRIP.40AMP.                              
004392,0022,00000000,00000000,00000300,000000223575,00003390,UN,00000000,DISJ.DIN TRIP.50AMP.                              
004393,0025,00000000,00000000,00000100,000000192300,00004990,UN,00000644,COMPENSADO  4MM (2,20X1,60)                       
004394,0025,00000000,00000000,00000000,000000363814,00005900,UN,00000955,COMPENSADO  6MM (2,20X1,60)                       
004395,0025,00000000,00000000,00000000,000000599313,00009690,UN,00001240,COMPENSADO 10MM (2,20X1,60)                       
004396,0018,00000300,00000000,00000000,000000012250,00000190,UN,00000122,AGULHA P/ENCHER BOLA                              
004397,0007,00000300,00000000,00000300,000000251667,00003000,UN,00000257,BACIA CANELADA 75,0LT GIGANTE                     
004398,0025,00000000,00000000,00000000,000000159800,00002590,UN,00001598,CAPELA COL.ROMANT.0,80X0,60                       
004399,0025,00000000,00000000,00000000,000000116300,00001950,UN,00001163,CAPELA COL.ROMANT.1,00X0,40                       
004400,0027,00000000,00000000,00000000,000000075680,00001550,MT,00000521,PISO FORMIGRES SEDUX 45 PEI4                      
004401,0021,00000000,00000000,00000500,000000006900,00000590,UN,00000000,VALVULA PIA METAL AMARELO                         
004402,0022,00000300,00000000,00000100,000000028308,00000480,UN,00000050,CONECTOR P/CABO 10MM                              
004403,0016,00000300,00000000,00000000,000000028500,00000430,UN,00000285,BALDE ATLAS P/CONCRETO REFOR€.                    
004404,0023,00000300,00000000,00000000,000000240800,00003600,GL,00000000,MASSA ACRIL.SUVINIL 3600ML                        
004405,0033,00001000,00000000,00002900,000000046276,00000795,MT,00000154,TELA MANGUEIRAO F16 1,00X3"                       
004406,0025,00000000,00000000,00000100,000000021660,00000550,MT,00000158,TABUA PINUS 25                                    
004407,0041,00000000,00000000,00000000,000000535900,00010690,UN,00001449,TUBO ESG.PEVESUL 150MMX6MT                        
004408,0023,00000000,00000000,00000100,000000418400,00006290,UN,00000000,AGUIA ACRIL.16LT AREIA                            
004409,0023,00000000,00000000,00000300,000000148500,00002290,UN,00000594,AGUIA ACRIL.3600ML B.NEVE                         
004410,0023,00000000,00000000,00000100,000000418400,00006290,UN,00000000,AGUIA ACRIL.16LT MARFIM                           
004411,0023,00000000,00000000,00000000,000000282225,00006290,UN,00000000,AGUIA ACRIL.16LT CAMUR€A                          
004412,0051,00000300,00000000,00000000,000000655400,00012390,UN,00006554,VITRO BASCULANTE ALUM.80X80 ALT X LARG            
004413,0023,00000000,00000000,00000700,000000095600,00001440,UN,00000373,COLORGIN LISO MARRON BARROCO                      
004414,0023,00000000,00000000,00000600,000000088900,00001440,UN,00000398,COLORGIN LISO CINZA PRIMER                        
004415,0023,00000000,00000000,00000500,000000092450,00001440,UN,00000486,COLORGIN LISO ALUMINIO                            
004416,0023,00000000,00000000,00000100,000000080471,00001290,UN,00000490,COLORGIN METAL.GRAFITE                            
004417,0010,00000000,00000000,00000000,000000346800,00008070,UN,00003468,ESPREMEDOR SUCO B&D HJ28                          
004418,0010,00000100,00000000,00000000,000000444700,00006690,UN,00004447,TOSTADEIRA B&D T200                               
004419,0017,00000300,00000000,00000100,000000027600,00001490,JG,00000276,CILINDRO FECHAD.HAGA                              
004420,0017,00000300,00000000,00000100,000000033550,00001690,JG,00000335,CILINDRO FECHAD.3F PAPAIZ                         
004421,0016,00000000,00000000,00000000,000000162370,00002450,UN,00000000,DISCO B.CORTE PRO-SECO PRATA                      
004422,0016,00000000,00000000,00001000,000000020260,00000370,UN,00000000,DISCO LIXA FERRO 4"  24                           
004423,0007,00000000,00000000,00000000,000000294400,00005490,JG,00002882,MARINEX CJ.ASSAD.OVAL 3X1(81672491)               
004424,0007,00000000,00000000,00000000,000000262500,00003950,JG,00002625,MARINEX CJ.ASSAD.RET.3X1(81672291)                
004425,0015,00000600,00000000,00019700,000000001930,00000040,UN,00000011,REMENDO RED.  R01 40MM (18015)                    
004426,0015,00000300,00000000,00000000,000000025200,00000480,UN,00000252,SELIM MIRIM PTO                                   
004427,0015,00000000,00000000,00000000,000000038834,00000580,UN,00000199,CAMARA PREMIUN 20                                 
004428,0015,00000300,00000000,00002400,000000065000,00001250,UN,00000286,CAMARA KENDA 26 BALAO                             
004429,0017,00000300,00000000,00000500,000000067925,00001295,PR,00000236,MACANETA STAM 03(800)                             
004430,0015,00000300,00000000,00000100,000000233900,00003495,UN,00000775,PNEU KENDA 26X1,95 K816 PTO 30104                 
004431,0001,00000300,00000000,00000000,000000014600,00000350,PR,00000146,MEIA CALCA TRIFIL INF/JUV                         
004432,0032,00000000,00000000,00000200,000004770000,00074990,UN,00000000,CAIXA CASALIT POLIET.2000LT                       
004433,0032,00000000,00000000,00000400,000001935300,00030990,UN,00000000,CAIXA CASALIT POLIET.1000LT                       
004434,0012,00000300,00000000,00000000,000000027000,00000450,UN,00000148,VARA PESCAR DESMONTAVEL N.13-3MT                  
004435,0019,00000300,00000000,00000000,000000012408,00000190,UN,00000081,OLEO MAQUINA KING                                 
004436,0022,00000300,00000000,00001200,000000022500,00000380,TB,00000098,SOLDA RADIO TUBO 4MT.                             
004437,0016,00000000,00000000,00000700,000000029340,00000570,UN,00000000,CHAVE DE BOCA 16X17                               
004438,0016,00000000,00000000,00000500,000000062116,00000940,UN,00000000,CHAVE FENDA 5/16X10                               
004439,0016,00000000,00000000,00000200,000000026500,00001080,UN,00000528,BROCA CHATA 3/4                                   
004440,0016,00000000,00000000,00000000,000000076800,00001160,UN,00000243,GROSA 1/2 CANA BAST. 8"STARFER                    
004441,0018,00000000,00000000,00000300,000000056150,00000850,UN,00000000,SUPORTE MANGUEIRA TRAMONTINA                      
004442,0018,00000300,00000000,00000500,000000040300,00000690,UN,00000100,CHAPEU PALHA MALANDRINHO                          
004443,0023,00000000,00000000,00000000,000000074400,00001190,UN,00000000,SUVINIL ESM.SINT.1/4 CREME                        
004444,0023,00000000,00000000,00000000,000000074400,00001190,UN,00000000,SUVINIL ESM.SINT.1/4 CINZA ESC.                   
004445,0023,00000000,00000000,00000000,000000048800,00001090,UN,00000488,SUVINIL OLEO 1/4 MARRON                           
004446,0006,00000300,00000000,00000000,000000020900,00000300,MT,00000209,TECIDO FRALDA DUPLO                               
004447,0018,00000300,00000000,00000100,000000103580,00002490,UN,00000299,LONA CARRET.AZUL/LARANJA 3X2                      
004448,0006,00000300,00000000,00003790,000000078900,00001190,MT,00000510,TECIDO P/BORDAR                                   
004449,0023,00000300,00000000,00001400,000000042600,00000640,MT,00000000,TRINCHA ROMA 3"                                   
004450,0006,00000300,00000000,00000000,000000051900,00000780,MT,00000519,TECIDO CORTINA CETIM 100%POL.                     
004451,0022,00000300,00000000,00000000,000000302150,00004530,UN,00002041,CAMPAINHA S/FIO LIGHTEX                           
004452,0016,00000300,00000000,00000000,000000209466,00003150,UN,00000501,PNEU CARRINHO CONSTR.3.25X8 LEVORIN               
004453,0016,00000000,00000000,00000000,000000559000,00008390,UN,00002651,CARRINHO CONST.METALPAMA                          
004454,0017,00000000,00000000,00000000,000000011425,00000200,UN,00000114,CORRENTE P/CACHORRO N.4                           
004455,0018,00000000,00000000,00000000,000000060800,00000990,UN,00000608,BALAIO PLAST.N.3 20LTS (27X35)                    
004456,0018,00000000,00000000,00000100,000000239225,00004350,UN,00001059,BALAIO PLAST.N.4 35LTS (33X42)                    
004457,0018,00000000,00000000,00000100,000000255683,00005590,UN,00001336,BALAIO PLAST.N.6 60LTS (45X48)                    
004458,0017,00000000,00000000,00000000,000000037000,00000590,UN,00000000,ENFORCADOR CROM/GARRA 01 3,0MM                    
004459,0017,00000000,00000000,00000000,000000037000,00000590,UN,00000000,ENFORCADOR CROM/GARRA 03 3,5MM                    
004460,0023,00000000,00000000,00000200,000000188250,00002890,UN,00000619,FERROLACK 0.900ML CINZA                           
004461,0007,00000300,00000000,00000000,000000056500,00000850,JG,00000565,DURALEX JOGO PRATO RASO(84200273)                 
004462,0007,00000300,00000000,00000000,000000020300,00000310,JG,00000567,CANECA PLAST.400ML                                
004463,0007,00000300,00000000,00000000,000000054763,00000830,JG,00000210,JOGO TIGELA SOBREMESA C/6                         
004464,0007,00000300,00000000,00000000,000000067000,00000990,UN,00000670,TIGELA CUMBUCA(23X11.5)                           
004465,0017,00000300,00000000,00000100,000000284900,00004290,UN,00000000,VARAL TETO 1,00MT ALUMINIO                        
004466,0023,00000000,00000000,00001000,000000066500,00000995,UN,00000000,CORALIT BRILH.0,225ML VERMELHO                    
004467,0007,00000300,00000000,00000000,000000093200,00001390,UN,00000932,TRAVESSA RET.MED(32X18X6)                         
004468,0016,00000000,00000000,00000000,000000014000,00000490,UN,00000140,ANCINHO 12D S/C                                   
004469,0021,00000000,00000000,00000400,000000085585,00001790,UN,00000000,SABONETEIRA ASTRA PLAST.SOBR.GRANDE(SS1)          
004470,0030,00000000,00000000,00000000,000000286980,00005190,UN,00000000,TORN.BIGLU M.LAVAR 7153 C38 3/4                   
004471,0025,00000000,00000000,00001200,000000033334,00000795,UN,00000000,PAU ESCORAMENTO 4 MTS                             
004472,0029,00000000,00000000,00002000,000000001000,00000180,UN,00000000,PLACA FAME 4X2 F2 REF226 2TECLAS                  
004473,0029,00000000,00000000,00002400,000000001000,00000180,UN,00000000,PLACA FAME 4X2 F3 REF228 3TECLAS                  
004474,0034,00000300,00000000,00163300,000000001600,00000030,UN,00000016,BOMBA PRENSADA                                    
004475,0021,00000300,00000000,00000000,000000109200,00001640,JG,00000582,DUCHAO PLAST.HERC 07"S/REG.                       
004476,0022,00000300,00000000,00002800,000000015210,00000240,UN,00000000,SOQUETE C/RAB.PERLEX                              
004477,0017,00000300,00000000,00000200,000000106300,00001620,UN,00000399,CADEADO STAM H.LONGA 30MM                         
004478,0016,00000200,00000000,00000000,000001499800,00029500,UN,00000000,SERRA MARMORE MAKITA 1200W MCC402Z                
004479,0021,00000300,00000000,00000200,000000238900,00004195,UN,00001651,ARMARIO ASTRA VERSAT.32X37X10(A31)                
004480,0021,00000300,00000000,00000300,000000134576,00002450,UN,00000779,ARMARIO ASTRA SOBR.S/PORTA 26,5X40X6,5 (AE1)      
